hashed_id,estimated_pickup_latitude,estimated_pickup_longitude,estimated_dropoff_latitude,estimated_dropoff_longitude,pickup_hex_9,dropoff_hex_9
I5QRDO,23.790013,90.41977,23.85181997,90.40819667,893cf13b267ffff,893cf105b73ffff
I5NKIA,23.80465528,90.35918302,23.7424002,90.4170858,893cf10ebc3ffff,893cf1765bbffff
I5QK6R,23.744575,90.40194,23.766318,90.394072,893cf10cb63ffff,893cf10c95bffff
I5PC63,23.74842017,90.38004069,23.8242888,90.43944057,893cf10ca33ffff,893cf13b11bffff
I5QC3Q,23.77045869,90.40594831,23.7323037,90.41572808,893cf10c973ffff,893cf176547ffff
I5PKNE,23.79334955,90.40397119,23.74180519,90.38161407,893cf13b253ffff,893cf10ca2bffff
I5PBP8,23.74582067,90.41167751,23.77749298,90.39640199,893cf176583ffff,893cf10c9d7ffff
I5OBI9,23.8202262,90.4421434,23.773197,90.425795,893cf13b173ffff,893cf13944fffff
I5OQQM,23.75067561,90.36809765,23.70263433,90.43516056,893cf10ca8bffff,893cf176333ffff
I5ORIS,23.720927,90.428814,23.733857,90.4182325,893cf1761cfffff,893cf17650fffff
I5RBER,23.75015698,90.39380629,23.75389035,90.418645,893cf10cb57ffff,893cf139657ffff
I5S2PR,23.77525595,90.42580739,23.885367,90.387786,893cf139447ffff,893cf105d43ffff
I5SC0N,23.73431202,90.39539415,23.784339,90.425667,893cf1764abffff,893cf139413ffff
I5QKAI,23.72550376,90.38541701,23.75127954,90.3676795,893cf176453ffff,893cf10ca8bffff
I5ODTT,23.74987465,90.41054461,23.7941756,90.4128389,893cf10cb2fffff,893cf13b20fffff
I5SBMD,23.8019388,90.4224382,23.8346794,90.3666562,893cf13b3dbffff,893cf10e99bffff
I5PSQR,23.7695612,90.35787374,23.77237983,90.41203212,893cf10ceb3ffff,893cf10c92bffff
I5PJMN,23.75055149,90.40896041,23.752703,90.382121,893cf10cb2fffff,893cf10caafffff
I5QGD1,23.818377,90.42756993,23.81653757,90.44787508,893cf13b023ffff,893cf13b16fffff
I5RP7D,23.76537221,90.3913695,23.745661,90.411915,893cf10c82fffff,893cf176583ffff
I5PQ5L,23.75150971,90.38620893,23.75424088,90.36068568,893cf10cbdbffff,893cf10ce63ffff
I5OH2T,23.75760417,90.3501188,23.75681707,90.42639982,893cf10ce57ffff,893cf13960fffff
I5QBR5,23.820951,90.427338,23.79988,90.35534,893cf13b037ffff,893cf10ea27ffff
I5PR1E,23.72803783,90.4147758,23.7603062,90.39999983,893cf17654fffff,893cf10cbbbffff
I5QIL9,23.79012679,90.40107373,23.7316494,90.4210134,893cf13b25bffff,893cf176577ffff
I5OL5H,23.74391731,90.41893657,23.82971674,90.41616056,893cf1765bbffff,893cf13b54bffff
I5QHNB,23.76960012,90.40493342,23.7315506,90.4150839,893cf10c973ffff,893cf176547ffff
I5O18M,23.80437,90.372581,23.78279406,90.39971888,893cf10eb3bffff,893cf10c983ffff
I5QLSC,23.77826799,90.39643854,23.7531,90.36979,893cf10c9d7ffff,893cf10ca83ffff
I5QJK5,23.824916,90.439557,23.76009681,90.39712049,893cf13b11bffff,893cf10cb87ffff
I5RTH7,23.769279,90.405825,23.74901261,90.37269026,893cf10c973ffff,893cf10ca13ffff
I5R0JM,23.745826,90.394544,23.7586963,90.35015367,893cf10cb43ffff,893cf10cecfffff
I5PQ5N,23.74998666,90.41271184,23.7463844,90.3856764,893cf13965bffff,893cf10ca27ffff
I5QG8O,23.752333,90.380395,23.83812725,90.37118317,893cf10caafffff,893cf10e997ffff
I5N9IQ,23.79826806,90.38425226,23.80282,90.4114,893cf10cd87ffff,893cf13b2bbffff
I5Q120,23.76986497,90.40704265,23.80357883,90.42274882,893cf10c973ffff,893cf13b3dbffff
I5RK76,23.7247815,90.4003797,23.74452349,90.42086656,893cf176467ffff,893cf1765a3ffff
I5SCEL,23.7390833,90.39096013,23.7236218,90.3658789,893cf176487ffff,893cf10d903ffff
I5S6G5,23.73845459,90.37698101,23.748194,90.344217,893cf10ca63ffff,893cf10dd83ffff
I5S81A,23.77053,90.406031,23.765686,90.438479,893cf10c973ffff,893cf1390c3ffff
I5NJR9,23.76003881,90.34035724,23.78027,90.40624,893cf10c3afffff,893cf10c9bbffff
I5SB7I,23.804086,90.415746,23.7481378,90.43396579,893cf13b2a3ffff,893cf13928bffff
I5SC5S,23.7893581,90.4252349,23.70583743,90.40946024,893cf139483ffff,893cf17607bffff
I5QBL2,23.7439284,90.39204407,23.7110665,90.46960314,893cf10cb4bffff,893cf1768cfffff
I5OFOI,23.71979486,90.41871965,23.75035677,90.36972658,893cf1760afffff,893cf10ca8bffff
I5NES5,23.7436543,90.40916361,23.79651211,90.41465275,893cf17659bffff,893cf13b207ffff
I5P8SD,23.745553,90.414275,23.79075754,90.40627655,893cf176587ffff,893cf13b243ffff
I5OG7C,23.7529676,90.361385,23.780815,90.407227,893cf10ce6fffff,893cf10c9bbffff
I5Q31Q,23.77495989,90.41203765,23.772584,90.424393,893cf10c923ffff,893cf13944fffff
I5PM33,23.748756,90.3679186,23.7397805,90.3946091,893cf10cac7ffff,893cf1764b3ffff
I5OFJH,23.70714501,90.4299219,23.7337131,90.3871193,893cf1763bbffff,893cf17648bffff
I5PEM6,23.74547634,90.41498601,23.72991303,90.40669364,893cf176587ffff,893cf17655bffff
I5NF6A,23.740762,90.389991,23.763834,90.406786,893cf176497ffff,893cf10c96bffff
I5SESO,23.82195117,90.43347079,23.73860729,90.44423581,893cf13b153ffff,893cf139273ffff
I5RJQG,23.744691,90.39752718,23.76258131,90.40667829,893cf10cb7bffff,893cf10cba7ffff
I5OAS6,23.79310167,90.38006332,23.772117,90.413464,893cf10cdc7ffff,893cf10c92bffff
I5SESG,23.76491299,90.41513012,23.835253,90.434303,893cf13969bffff,893cf13b193ffff
I5O8K3,23.76136658,90.42074405,23.77912,90.39903,893cf139613ffff,893cf10c98bffff
I5OSS0,23.7623548,90.3688968,23.81540906,90.42600977,893cf10ce27ffff,893cf13b02bffff
I5NFF9,23.71040907,90.4238829,23.80613,90.37464,893cf176397ffff,893cf10eb33ffff
I5SCS5,23.812861,90.42824,23.82171715,90.44913691,893cf13b393ffff,893cf13b12bffff
I5NN7J,23.77022048,90.39520035,23.74472,90.401809,893cf10c953ffff,893cf10cb63ffff
I5O9S9,23.760005,90.354289,23.7302812,90.4074074,893cf10ce0bffff,893cf17655bffff
I5SFJN,23.780391,90.4134,23.75854526,90.36374902,893cf10c9afffff,893cf10ce2bffff
I5OJFO,23.75199181,90.36719341,23.77478829,90.37120823,893cf10ca9bffff,893cf10c89bffff
I5PGKJ,23.70877924,90.41179687,23.7489816,90.403702,893cf176073ffff,893cf10cb77ffff
I5ODEG,23.72311391,90.38093571,23.79347779,90.40952235,893cf10d927ffff,893cf13b20bffff
I5O7H2,23.78146141,90.408564,23.79588,90.4144,893cf10c9a3ffff,893cf13b20fffff
I5QNAT,23.76820666,90.42514961,23.75582031,90.36449164,893cf1396b3ffff,893cf10ce67ffff
I5QROR,23.74673579,90.38665845,23.86041792,90.4062105,893cf10ca27ffff,893cf105b17ffff
I5ONF6,23.74451269,90.37019849,23.77812,90.39798,893cf10ca1bffff,893cf10c98bffff
I5PTIA,23.811835,90.421399,23.71131,90.394407,893cf13b063ffff,893cf176633ffff
I5QMA3,23.74548278,90.3947873,23.78944848,90.40542662,893cf10cb43ffff,893cf13b243ffff
I5S96G,23.78065316,90.4169276,23.75375206,90.37446288,893cf1394dbffff,893cf10ca87ffff
I5P8N4,23.741657,90.39103959,23.7102853,90.43449057,893cf10cb4bffff,893cf1763b7ffff
I5SHAN,23.7435,90.384411,23.75389035,90.418645,893cf10ca2fffff,893cf139657ffff
I5QQJM,23.7383814,90.39593998,23.79327028,90.40888249,893cf1764a3ffff,893cf13b20bffff
I5NBDG,23.743992,90.414206,23.778451,90.418461,893cf17658fffff,893cf1394cbffff
I5QQH4,23.71331118,90.40637005,23.74577362,90.37138247,893cf17601bffff,893cf10ca1bffff
I5OPHC,23.76203706,90.43472607,23.78082865,90.39989892,893cf139637ffff,893cf10c98bffff
I5OHM6,23.71375573,90.41095667,23.77305,90.41598,893cf17600fffff,893cf10c92fffff
I5S580,23.779662,90.416888,23.7151782,90.41385379,893cf1394cbffff,893cf176007ffff
I5NHSI,23.79401526,90.38781155,23.8211607,90.4229029,893cf10cd17ffff,893cf13b033ffff
I5PNQS,23.77182672,90.35605502,23.7367013,90.4370784,893cf10cc4bffff,893cf139243ffff
I5PBAG,23.75564514,90.44147752,23.77305,90.41598,893cf13904bffff,893cf10c92fffff
I5OH83,23.74035021,90.36858615,23.87323134,90.3849539,893cf10ca43ffff,893cf105813ffff
I5OAOR,23.72988955,90.41161146,23.7569983,90.3615137,893cf176543ffff,893cf10ce77ffff
I5R5R8,23.794973,90.403703,23.72365996,90.41264042,893cf13b2cfffff,893cf1760b3ffff
I5PGHS,23.75181291,90.40495187,23.7915099,90.4054715,893cf10cb3bffff,893cf13b257ffff
I5RFSH,23.7455731,90.3746725,23.751016,90.423216,893cf10ca03ffff,893cf13967bffff
I5NPPI,23.74658076,90.40749785,23.71360347,90.40274341,893cf10cb67ffff,893cf1760cfffff
I5Q9LG,23.74392315,90.39221138,23.7330446,90.4080986,893cf10cb4bffff,893cf176553ffff
I5NHFB,23.79569854,90.36854122,23.771132,90.403336,893cf10eb7bffff,893cf10c90bffff
I5OC67,23.73486171,90.40628292,23.782812,90.395842,893cf1765cbffff,893cf10c99bffff
I5SAPQ,23.74361072,90.38626324,23.7247616,90.39277026,893cf10ca2fffff,893cf176473ffff
I5Q9A7,23.772389,90.425426,23.74142,90.37471,893cf13944fffff,893cf10ca73ffff
I5Q6M1,23.70253313,90.41757703,23.739746,90.420598,893cf1763d3ffff,893cf176507ffff
I5PDJ3,23.7309072,90.4013823,23.73195968,90.43004231,893cf176423ffff,893cf176197ffff
I5NK99,23.74823589,90.39755199,23.793225,90.402766,893cf10cb0bffff,893cf13b253ffff
I5OTQK,23.75989674,90.36294378,23.81453288,90.42121937,893cf10ce3bffff,893cf13b077ffff
I5S53A,23.79629563,90.4088664,23.79359712,90.37365854,893cf13b21bffff,893cf10cdd3ffff
I5QBM5,23.7321791,90.4100146,23.76568955,90.42679502,893cf176553ffff,893cf1396a3ffff
I5O82T,23.7940757,90.34934934,23.79263657,90.40845733,893cf10ea77ffff,893cf13b20bffff
I5O8SO,23.83647042,90.43554883,23.79034,90.40672,893cf13b193ffff,893cf13b243ffff
I5OPQ4,23.797906,90.384907,23.83973221,90.35763938,893cf10cd87ffff,893cf10ed0fffff
I5OJHG,23.7547761,90.4258048,23.78309,90.4177,893cf139673ffff,893cf1394d3ffff
I5S6EG,23.73176488,90.41186795,23.83543477,90.41992061,893cf176557ffff,893cf13b547ffff
I5R1OA,23.73034902,90.41049398,23.750661,90.416065,893cf176543ffff,893cf13964bffff
I5P9MN,23.76127575,90.36785927,23.7511178,90.3931939,893cf10ce27ffff,893cf10cb1bffff
I5QHRM,23.82086448,90.4346969,23.827519,90.453208,893cf13b153ffff,893cf13b127ffff
I5PP21,23.74142468,90.37024241,23.7255624,90.3987411,893cf10ca57ffff,893cf176477ffff
I5ONFT,23.77211944,90.35620606,23.79099393,90.40694119,893cf10cc4bffff,893cf13b247ffff
I5RGJ5,23.73311074,90.40715966,23.73824191,90.37721275,893cf176553ffff,893cf10ca63ffff
I5SBM6,23.78945162,90.41978365,23.751576,90.383892,893cf13b267ffff,893cf10cbdbffff
I5QJPK,23.75694626,90.3896093,23.79779748,90.35218578,893cf10cbd7ffff,893cf10ea23ffff
I5S2SF,23.7479887,90.4093301,23.77082873,90.35184145,893cf176593ffff,893cf10ce97ffff
I5RLII,23.76367872,90.43134682,23.82384947,90.42967954,893cf1396afffff,893cf13b1cbffff
I5RGTI,23.75076675,90.39170679,23.73385634,90.36049639,893cf10cbcfffff,893cf10d993ffff
I5P9TC,23.76810004,90.40483151,23.73762947,90.40765621,893cf10c97bffff,893cf1765c3ffff
I5P7DF,23.7099412,90.4123448,23.72471356,90.42178162,893cf176073ffff,893cf1761d3ffff
I5Q679,23.769016,90.423766,23.77427387,90.40085049,893cf1396b3ffff,893cf10c91bffff
I5NFSA,23.71207722,90.42653427,23.7713299,90.40366035,893cf17614bffff,893cf10c90bffff
I5S771,23.783268,90.418756,23.761316,90.438524,893cf1394c3ffff,893cf139053ffff
I5PTK0,23.712553,90.41149,23.74904775,90.40908729,893cf17600fffff,893cf10cb2fffff
I5PJNQ,23.79793399,90.38380969,23.821105,90.427392,893cf10cd83ffff,893cf13b037ffff
I5Q670,23.739429,90.382353,23.732524,90.417336,893cf10ca67ffff,893cf176573ffff
I5S33A,23.76994843,90.41094493,23.7011713,90.3978226,893cf10c977ffff,893cf176283ffff
I5OC75,23.76055563,90.36400691,23.80467,90.41563,893cf10ce23ffff,893cf13b2a3ffff
I5NPJ0,23.73605791,90.40776283,23.77120399,90.41140962,893cf1765cfffff,893cf10c92bffff
I5P376,23.760119,90.350103,23.722318,90.410834,893cf10cecfffff,893cf1760bbffff
I5P9JP,23.76450199,90.42598005,23.86791069,90.40014325,893cf1396abffff,893cf105b97ffff
I5PSK7,23.7628312,90.4256118,23.7491515,90.36824829,893cf1396abffff,893cf10ca8bffff
I5S8FJ,23.76398547,90.40636271,23.740622,90.372616,893cf10c96bffff,893cf10ca47ffff
I5OKAM,23.75856529,90.36394773,23.76846355,90.39995548,893cf10ce2bffff,893cf10c943ffff
I5O8IQ,23.751978,90.441063,23.74243991,90.38063999,893cf139287ffff,893cf10ca77ffff
I5S5JB,23.72297517,90.41300889,23.74826946,90.4042523,893cf1760bbffff,893cf10cb77ffff
I5PH96,23.77065844,90.35980627,23.74539449,90.38038627,893cf10ceb3ffff,893cf10ca3bffff
I5QN03,23.79195953,90.42031355,23.833353,90.41512683,893cf139493ffff,893cf13b55bffff
I5SEOJ,23.7563008,90.3750696,23.77741965,90.41193265,893cf10cab3ffff,893cf10c933ffff
I5RRP9,23.7565148,90.39386999,23.77832359,90.36002147,893cf10cb8bffff,893cf10cc47ffff
I5SCDA,23.739448,90.396095,23.739706,90.338645,893cf1764b3ffff,893cf10ddc3ffff
I5OD9A,23.70420777,90.42365223,23.7266496,90.3860638,893cf17638bffff,893cf176457ffff
I5SHKE,23.73861097,90.36751527,23.693807,90.434677,893cf10ca43ffff,893cf176367ffff
I5QM4K,23.76824474,90.42518198,23.73161,90.38108,893cf1396b3ffff,893cf1764c3ffff
I5OH7R,23.82563442,90.37000805,23.79389,90.41051,893cf10e91bffff,893cf13b20bffff
I5Q6NM,23.758284,90.390162,23.795106,90.412937,893cf10cb9bffff,893cf13b20fffff
I5SBGS,23.79454323,90.41437648,23.73395171,90.40846193,893cf13b20fffff,893cf176553ffff
I5R0SO,23.75705918,90.37389424,23.77620894,90.39563086,893cf10c84bffff,893cf10c9c3ffff
I5RT05,23.75197616,90.37814721,23.74517261,90.3724258,893cf10caa3ffff,893cf10ca03ffff
I5P173,23.72168292,90.37813783,23.7420228,90.38297766,893cf10d92fffff,893cf10ca2bffff
I5OEKK,23.81830063,90.42650141,23.7820356,90.4165048,893cf13b023ffff,893cf1394dbffff
I5SAFL,23.816086,90.426572,23.716161,90.416222,893cf13b02bffff,893cf176033ffff
I5S24E,23.749137,90.403249,23.7225538,90.4029069,893cf10cb77ffff,893cf17609bffff
I5Q8CF,23.7592151,90.4441308,23.7324297,90.4251382,893cf139047ffff,893cf17652bffff
I5QGP3,23.81485457,90.42121813,23.7420228,90.38297766,893cf13b077ffff,893cf10ca2bffff
I5S6QP,23.81666352,90.42893601,23.87330663,90.40347641,893cf13b02fffff,893cf105953ffff
I5OCP4,23.698219,90.423947,23.743904,90.391906,893cf17631bffff,893cf10cb4bffff
I5Q1KO,23.72292329,90.41108407,23.834498,90.435092,893cf1760bbffff,893cf13b193ffff
I5ONGR,23.79760544,90.38586963,23.77339,90.42448,893cf10cd87ffff,893cf139443ffff
I5P0DS,23.744269,90.426721,23.7980579,90.44974477,893cf1392dbffff,893cf139597ffff
I5RTDT,23.71710163,90.39567042,23.74320161,90.40773124,893cf1766a7ffff,893cf17659bffff
I5PC46,23.75682382,90.40003806,23.7686109,90.35834909,893cf10cb17ffff,893cf10cebbffff
I5O7EG,23.8168302,90.43505464,23.79207365,90.41858654,893cf13b14bffff,893cf13b22bffff
I5Q3OK,23.75619658,90.40958505,23.7521299,90.3873279,893cf10cb37ffff,893cf10cbc3ffff
I5S9SN,23.7484754,90.3902868,23.789244,90.407556,893cf10cb53ffff,893cf13b24fffff
I5N7FD,23.77215762,90.36421381,23.72485246,90.40492831,893cf10cc6bffff,893cf176093ffff
I5S5TG,23.72655656,90.38184095,23.77003035,90.3718752,893cf1764cbffff,893cf10c8d7ffff
I5NT81,23.76771373,90.39479703,23.781209,90.399554,893cf10c95bffff,893cf10c983ffff
I5OT38,23.73444707,90.41605722,23.78430549,90.42574668,893cf17650bffff,893cf139413ffff
I5P2CN,23.761884,90.364857,23.7938283,90.4037143,893cf10ce23ffff,893cf13b2cfffff
I5OE7C,23.77517679,90.42328846,23.79004526,90.41101111,893cf139443ffff,893cf13b27bffff
I5O22K,23.80871709,90.37632231,23.7506517,90.38771819,893cf10eb33ffff,893cf10cbcbffff
I5NLP7,23.707632,90.439585,23.7984241,90.3870954,893cf176edbffff,893cf10cd87ffff
I5S2KI,23.72654121,90.41165873,23.7469379,90.3900407,893cf17654bffff,893cf10cb53ffff
I5O940,23.74421255,90.43920066,23.7874419,90.4164628,893cf139203ffff,893cf13b26fffff
I5S8C0,23.79024736,90.40825702,23.79812,90.364814,893cf13b247ffff,893cf10eb43ffff
I5P4T4,23.76200054,90.43848317,23.81540906,90.42600977,893cf139053ffff,893cf13b02bffff
I5P6AK,23.77116533,90.35936438,23.77651348,90.41243928,893cf10ceb3ffff,893cf10c933ffff
I5S71O,23.75792,90.3899776,23.78433,90.42231,893cf10cb9bffff,893cf1394c7ffff
I5OOFF,23.70594286,90.42408139,23.74975888,90.36517573,893cf176383ffff,893cf10cad7ffff
I5SHE8,23.76380053,90.38359746,23.7807667,90.4212717,893cf10c877ffff,893cf1394cfffff
I5QIB1,23.772847,90.406527,23.7930262,90.4084683,893cf10c90fffff,893cf13b20bffff
I5SEHQ,23.748686,90.408359,23.79484508,90.37734874,893cf10cb2bffff,893cf10cdd7ffff
I5S3H0,23.79328237,90.41507117,23.7568,90.411508,893cf13b277ffff,893cf1396cbffff
I5S8K8,23.81667622,90.43675918,23.822533,90.363048,893cf13b14fffff,893cf10e827ffff
I5OGE9,23.824817,90.442124,23.73984951,90.41037442,893cf13b103ffff,893cf1765c7ffff
I5RQPT,23.814312,90.412839,23.7584442,90.41735763,893cf13b057ffff,893cf13961bffff
I5OP7O,23.81881741,90.43327054,23.86356901,90.40571159,893cf13b15bffff,893cf105bbbffff
I5NLQ4,23.809835,90.422694,23.885025,90.399847,893cf13b06fffff,893cf105d6fffff
I5NFS4,23.7546294,90.41548356,23.78635472,90.41980251,893cf139653ffff,893cf1394d7ffff
I5PEMT,23.815531,90.428108,23.8650886,90.3913638,893cf13b02fffff,893cf105863ffff
I5PJ26,23.7280076,90.3990677,23.7871746,90.41617247,893cf17642bffff,893cf13b26fffff
I5O8D1,23.727893,90.410424,23.79327838,90.40897754,893cf17654bffff,893cf13b20bffff
I5O37R,23.79565612,90.38418521,23.78667,90.417021,893cf10cd8fffff,893cf13b26fffff
I5NECO,23.8228362,90.3935313,23.79474,90.41464,893cf13b44bffff,893cf13b20fffff
I5NMDR,23.79607418,90.44734234,23.793709,90.40448,893cf139583ffff,893cf13b2cfffff
I5OCKT,23.74141885,90.44185907,23.7933673,90.40723967,893cf13920fffff,893cf13b257ffff
I5NGEK,23.81255838,90.3564981,23.8272102,90.4197085,893cf10e86fffff,893cf13b0b3ffff
I5OK6J,23.772389,90.425426,23.799599,90.414229,893cf13944fffff,893cf13b207ffff
I5OHFN,23.749419,90.366997,23.769319,90.40493,893cf10cad7ffff,893cf10c973ffff
I5PB4N,23.76432064,90.40059663,23.71943404,90.42312991,893cf10c94fffff,893cf1761cbffff
I5QB2J,23.76520621,90.404744,23.76471556,90.42598005,893cf10c97bffff,893cf1396abffff
I5P29K,23.7376595,90.4109949,23.74167312,90.38572896,893cf1765c7ffff,893cf176493ffff
I5NK17,23.760694,90.340633,23.79556418,90.41719783,893cf10c3afffff,893cf13b23bffff
I5QM2O,23.75156648,90.39470315,23.8516565,90.414357,893cf10cb1bffff,893cf105b2bffff
I5SES3,23.7722911,90.42105763,23.79303407,90.40414397,893cf13945bffff,893cf13b253ffff
I5P111,23.72139009,90.38631991,23.77266822,90.40089878,893cf17644bffff,893cf10c91bffff
I5PS2L,23.7388016,90.41505761,23.77339,90.42448,893cf176513ffff,893cf139443ffff
I5OPH4,23.749209,90.347193,23.74390367,90.39190625,893cf10dd97ffff,893cf10cb4bffff
I5Q64F,23.7197792,90.3859145,23.7723717,90.4073418,893cf17644bffff,893cf10c90fffff
I5QI57,23.77147032,90.40371269,23.74727,90.417711,893cf10c90bffff,893cf1765b3ffff
I5PH3O,23.76469167,90.35605595,23.73829242,90.39594469,893cf10ce17ffff,893cf1764a3ffff
I5RQ4J,23.73023945,90.40668525,23.781481,90.3521736,893cf17655bffff,893cf10cccbffff
I5OBTK,23.74075225,90.3664434,23.77135833,90.40364396,893cf10ca53ffff,893cf10c90bffff
I5RT54,23.815729,90.428094,23.79464999,90.37413966,893cf13b02fffff,893cf10eb6fffff
I5PFEB,23.730132,90.415345,23.7887116,90.41601095,893cf176547ffff,893cf13b263ffff
I5PMJI,23.76634368,90.36377259,23.78028007,90.40527005,893cf10ceafffff,893cf10c9bbffff
I5PS9P,23.78587127,90.40043168,23.77815431,90.41328591,893cf10c997ffff,893cf10c937ffff
I5QANN,23.81307338,90.43020051,23.77264026,90.41084234,893cf13b397ffff,893cf10c93bffff
I5S64N,23.70869772,90.4072056,23.78815045,90.38815554,893cf176047ffff,893cf10cd0fffff
I5QEKR,23.81562901,90.42803423,23.9082701,90.40031488,893cf13b02fffff,893cf104e7bffff
I5ON28,23.773756,90.412995,23.78892,90.37466,893cf10c923ffff,893cf10cddbffff
I5PD22,23.74643599,90.39319508,23.784226,90.415879,893cf10cb43ffff,893cf1394d3ffff
I5PCN3,23.7847599,90.4166924,23.81344906,90.4218427,893cf1394d3ffff,893cf13b077ffff
I5S3PA,23.79802142,90.42497288,23.7454057,90.37232712,893cf13b227ffff,893cf10ca03ffff
I5P6SA,23.75364381,90.38828462,23.7673627,90.4036027,893cf10cbc3ffff,893cf10c947ffff
I5O952,23.74030325,90.35722464,23.79023877,90.4051584,893cf10dd33ffff,893cf13b243ffff
I5SGD6,23.7236397,90.42868774,23.74957667,90.38005259,893cf1761c7ffff,893cf10ca33ffff
I5PJBH,23.71089967,90.41164331,23.75909,90.3998369,893cf176073ffff,893cf10cbbbffff
I5PRI1,23.7550025,90.3763483,23.77002244,90.3981978,893cf10cab3ffff,893cf10c953ffff
I5OMAE,23.76208155,90.4422386,23.7690685,90.3708375,893cf139057ffff,893cf10c8c3ffff
I5OFDK,23.76373364,90.41776076,23.78197734,90.41584403,893cf13968bffff,893cf1394dbffff
I5PA59,23.77290291,90.40980533,23.812992,90.412938,893cf10c93bffff,893cf13b043ffff
I5PC94,23.75327762,90.40062144,23.75530697,90.38117006,893cf10cb07ffff,893cf10caa7ffff
I5O7FA,23.76377046,90.3657192,23.77974046,90.41301727,893cf10ce37ffff,893cf10c9afffff
I5OAI9,23.78514999,90.42288378,23.726253,90.422377,893cf13948bffff,893cf1761d3ffff
I5ON3J,23.76390456,90.35887118,23.76931915,90.40493045,893cf10ce07ffff,893cf10c973ffff
I5NOQ5,23.8320916,90.41529715,23.79763,90.42377,893cf13b55bffff,893cf13b227ffff
I5PMC9,23.7118898,90.4002132,23.74138539,90.3621076,893cf1760cbffff,893cf10dd27ffff
I5S6K5,23.777429,90.417669,23.746123,90.377574,893cf1394cbffff,893cf10ca07ffff
I5S9E6,23.7138081,90.408311,23.7500687,90.40310447,893cf17601bffff,893cf10cb77ffff
I5QLS1,23.816086,90.426572,23.78796851,90.4168696,893cf13b02bffff,893cf13b26fffff
I5NMH3,23.82070999,90.42093247,23.71534284,90.41481712,893cf13b007ffff,893cf176007ffff
I5Q2TO,23.73135749,90.40638606,23.764402,90.352434,893cf176427ffff,893cf10ce13ffff
I5OTOR,23.75691833,90.42396907,23.74375335,90.3925824,893cf13960fffff,893cf10cb4bffff
I5NKDN,23.797526,90.36898,23.780141,90.396068,893cf10eb7bffff,893cf10c99bffff
I5QGD7,23.7639867,90.4242215,23.74089929,90.41260896,893cf139617ffff,893cf176513ffff
I5QHBQ,23.7455,90.40561,23.7239015,90.4003395,893cf10cb67ffff,893cf176467ffff
I5QDKJ,23.719015,90.380437,23.711067,90.469603,893cf176693ffff,893cf1768cfffff
I5PL3F,23.73278877,90.39508335,23.73272708,90.41948173,893cf176407ffff,893cf176573ffff
I5PAFJ,23.7420173,90.41203994,23.75324,90.36971,893cf17658bffff,893cf10ca83ffff
I5PB24,23.771564,90.410164,23.750692,90.389006,893cf10c977ffff,893cf10cbcbffff
I5QJPC,23.816086,90.426572,23.804945,90.379815,893cf13b02bffff,893cf10eb2fffff
I5Q1LC,23.729013,90.417713,23.69212328,90.43268428,893cf17657bffff,893cf176363ffff
I5N9KN,23.73643312,90.43486789,23.772389,90.425426,893cf139243ffff,893cf13944fffff
I5PBMC,23.71359365,90.41142639,23.73996367,90.37188275,893cf17600fffff,893cf10ca47ffff
I5PI87,23.72020171,90.42694107,23.77041857,90.40610136,893cf1761cfffff,893cf10c973ffff
I5P9O2,23.71320779,90.40118437,23.7326021,90.39563706,893cf1760cbffff,893cf176407ffff
I5O4MG,23.82906363,90.41982505,23.84905986,90.40854838,893cf13b0b3ffff,893cf105b63ffff
I5OSLE,23.7352291,90.4130495,23.7402024,90.3913807,893cf17651bffff,893cf176487ffff
I5S9SM,23.75134492,90.36860425,23.774076,90.427853,893cf10ca8bffff,893cf139447ffff
I5RGKI,23.747856,90.412623,23.7194658,90.4206589,893cf176597ffff,893cf176037ffff
I5SGSL,23.73935,90.41045275,23.73856,90.391102,893cf1765c7ffff,893cf176487ffff
I5PI59,23.762495,90.389117,23.78724569,90.38543855,893cf10c867ffff,893cf10cd0bffff
I5O9CN,23.8229225,90.4236681,23.7915336,90.39294402,893cf13b0afffff,893cf10cd33ffff
I5SEDT,23.790438,90.407946,23.76631845,90.44191575,893cf13b247ffff,893cf1390c7ffff
I5Q47C,23.7860713,90.38566511,23.73877059,90.3800087,893cf10cd0bffff,893cf10ca67ffff
I5Q0JJ,23.77885217,90.37954934,23.76827935,90.36529709,893cf10cd4bffff,893cf10c8dbffff
I5OSKQ,23.724029,90.402212,23.74621135,90.38558794,893cf176093ffff,893cf10ca27ffff
I5PJIG,23.73832032,90.33313002,23.78252345,90.4187283,893cf10dcafffff,893cf1394c3ffff
I5OGK5,23.777646,90.425636,23.76175537,90.36004767,893cf139457ffff,893cf10ce07ffff
I5NF2B,23.81810452,90.42085452,23.75406913,90.40001807,893cf13b00fffff,893cf10cb07ffff
I5OCT7,23.7455012,90.38707998,23.77376724,90.35932884,893cf10ca27ffff,893cf10cc4fffff
I5PQ1F,23.77557,90.419896,23.795525,90.41711,893cf139453ffff,893cf13b23bffff
I5RCL7,23.74785842,90.4092072,23.75100265,90.38383468,893cf176593ffff,893cf10cbdbffff
I5SG5P,23.74627937,90.38837104,23.718955,90.4174805,893cf10ca27ffff,893cf1760afffff
I5NJLC,23.71233768,90.38041395,23.772938,90.3650377,893cf17668bffff,893cf10cc6bffff
I5Q4P2,23.748544,90.403613,23.7120025,90.4113152,893cf10cb77ffff,893cf17600fffff
